Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.2839		0.8301		0.0000		0.5028		0.00014186
115		0.2674		0.6350		0.0000		0.5530		0.00013841
116		0.2434		0.5822		0.0000		0.5589		0.00013494
117		0.2388		0.6894		0.0000		0.5552		0.00013147
118		0.2373		0.6419		0.0000		0.5622		0.00012798
119		0.2378		0.5911		0.0000		0.5579		0.00012449
120		0.2504		0.5590		0.0000		0.5463		0.00012098
121		0.2351		0.6228		0.0000		0.5628		0.00011746
122		0.2294		0.6144		0.0000		0.5577		0.00011393
123		0.2289		0.5994		0.0000		0.5643		0.00011039
124		0.2308		0.8757		0.0000		0.4959		0.00010684
125		0.2584		0.6554		0.0000		0.5498		0.00010327
126		0.2316		0.6516		0.0000		0.5340		0.00009969
127		0.2246		0.6350		0.0000		0.5579		0.00009609
128		0.2204		0.6451		0.0000		0.5740		0.00009248
129		0.2175		0.6240		0.0000		0.5764		0.00008885
130		0.2213		0.6482		0.0000		0.5777		0.00008521
131		0.2190		0.6091		0.0000		0.5719		0.00008155
132		0.2172		0.6343		0.0000		0.5732		0.00007787
133		0.2164		0.6298		0.0000		0.5771		0.00007417
134		0.2129		0.6932		0.0000		0.5897		0.00007045
135		0.2099		0.6406		0.0000		0.5721		0.00006671
136		0.2077		0.6582		0.0000		0.5706		0.00006295
137		0.2075		0.6480		0.0000		0.5760		0.00005916
138		0.2058		0.6705		0.0000		0.5767		0.00005534
139		0.2055		0.6413		0.0000		0.5902		0.00005149
140		0.2031		0.6794		0.0000		0.5799		0.00004761
141		0.2025		0.6494		0.0000		0.5813		0.00004370
142		0.2014		0.6579		0.0000		0.5941		0.00003975
143		0.1993		0.6361		0.0000		0.5806		0.00003575
144		0.1978		0.6450		0.0000		0.5784		0.00003170
145		0.1975		0.6618		0.0000		0.5894		0.00002759
146		0.1954		0.6599		0.0000		0.5868		0.00002342
147		0.1942		0.6531		0.0000		0.5856		0.00001916
148		0.1936		0.6396		0.0000		0.5942		0.00001479
149		0.1925		0.6409		0.0000		0.5889		0.00001027
150		0.1917		0.6530		0.0000		0.5917		0.00000550
