Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
137		2.6703		2.6891		0.0000		0.5187		0.00017931
138		2.6713		2.6897		0.0000		0.5168		0.00017679
139		2.6696		2.6943		0.0000		0.5081		0.00017426
140		2.6721		2.6913		0.0000		0.4937		0.00017173
141		2.6689		2.6890		0.0000		0.5256		0.00016919
142		2.6714		2.6897		0.0000		0.5227		0.00016665
143		2.6686		2.6918		0.0000		0.5212		0.00016411
144		2.6691		2.6952		0.0000		0.4934		0.00016156
145		2.6690		2.6989		0.0000		0.4970		0.00015901
146		2.6684		2.6890		0.0000		0.5154		0.00015645
147		2.6726		2.6897		0.0000		0.5033		0.00015389
148		2.6683		2.6872		0.0000		0.5145		0.00015132
149		2.6672		2.6859		0.0000		0.5170		0.00014875
150		2.6671		2.6873		0.0000		0.5222		0.00014617
151		2.6676		2.6885		0.0000		0.5177		0.00014359
152		2.6660		2.6897		0.0000		0.5300		0.00014100
153		2.6682		2.6907		0.0000		0.5258		0.00013841
154		2.6689		2.6887		0.0000		0.5220		0.00013581
155		2.6660		2.6866		0.0000		0.5319		0.00013321
156		2.6656		2.6890		0.0000		0.5171		0.00013060
157		2.6652		2.6895		0.0000		0.5281		0.00012798
158		2.6663		2.6911		0.0000		0.5137		0.00012536
159		2.6658		2.6878		0.0000		0.5135		0.00012273
160		2.6657		2.6905		0.0000		0.5282		0.00012010
161		2.6631		2.6877		0.0000		0.5245		0.00011746
162		2.6649		2.6879		0.0000		0.5258		0.00011482
163		2.6643		2.6910		0.0000		0.5187		0.00011216
164		2.6652		2.6894		0.0000		0.5273		0.00010950
165		2.6647		2.6889		0.0000		0.5300		0.00010684
166		2.6647		2.6898		0.0000		0.5265		0.00010416
167		2.6636		2.6869		0.0000		0.5322		0.00010148
168		2.6639		2.6882		0.0000		0.5332		0.00009879
169		2.6624		2.6876		0.0000		0.5222		0.00009609
170		2.6634		2.6877		0.0000		0.5325		0.00009338
171		2.6625		2.6895		0.0000		0.5325		0.00009067
172		2.6623		2.6897		0.0000		0.5347		0.00008794
173		2.6623		2.6885		0.0000		0.5161		0.00008521
174		2.6619		2.6891		0.0000		0.5357		0.00008247
175		2.6617		2.6868		0.0000		0.5356		0.00007971
176		2.6610		2.6896		0.0000		0.5367		0.00007695
177		2.6610		2.6903		0.0000		0.5251		0.00007417
178		2.6622		2.6898		0.0000		0.5380		0.00007138
179		2.6603		2.6878		0.0000		0.5368		0.00006858
180		2.6607		2.6878		0.0000		0.5446		0.00006577
181		2.6605		2.6846		0.0000		0.5469		0.00006295
182		2.6595		2.6874		0.0000		0.5434		0.00006011
183		2.6598		2.6858		0.0000		0.5463		0.00005725
184		2.6595		2.6859		0.0000		0.5398		0.00005438
185		2.6590		2.6873		0.0000		0.5432		0.00005149
186		2.6593		2.6874		0.0000		0.5421		0.00004859
187		2.6586		2.6858		0.0000		0.5425		0.00004566
188		2.6582		2.6869		0.0000		0.5467		0.00004272
189		2.6585		2.6893		0.0000		0.5463		0.00003975
190		2.6584		2.6873		0.0000		0.5411		0.00003675
191		2.6580		2.6873		0.0000		0.5419		0.00003373
192		2.6576		2.6866		0.0000		0.5483		0.00003068
193		2.6578		2.6871		0.0000		0.5484		0.00002759
194		2.6572		2.6874		0.0000		0.5423		0.00002447
195		2.6571		2.6869		0.0000		0.5524		0.00002130
196		2.6567		2.6877		0.0000		0.5480		0.00001808
197		2.6565		2.6889		0.0000		0.5502		0.00001479
198		2.6569		2.6848		0.0000		0.5480		0.00001141
199		2.6560		2.6875		0.0000		0.5515		0.00000792
200		2.6560		2.6877		0.0000		0.5481		0.00000425
